Route,HTTP Status,Page Type,A++ Applied,Content Present,Main CTA,Mobile,RTL,Overflow,JS Error,Result
"/categories/contracts-notarization/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/customs-trade/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/education-certificates/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/family-sponsorship/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/financial-business/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/health-insurance/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/identity-citizenship/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/justice-police/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/municipalities-local-licensing/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/other-government/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/property-rentals/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/residency-visas/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/vehicles-transport/","200","Category","true","true","None","true","true","false","","PASS"
"/categories/work-employees/","200","Category","true","true","None","true","true","false","","PASS"
"/command-center/","200","Command Center","true","true","اطلب مساعدة حسام بحر حدد المعاملة والنواقص قبل إرسال أي مستند حساس.","true","true","false","","PASS"
"/contact/","200","Content","true","true","واتساب","true","true","false","","PASS"
"/dashboard/business/","200","Dashboard","true","true","None","true","true","false","","PASS"
"/dashboard/emirates/","200","Dashboard","true","true","None","true","true","false","","PASS"
"/dashboard/project/","200","Dashboard","true","true","None","true","true","false","","PASS"
"/dubai-business-activities.html","200","Activity Search","true","true","التحقق في المنصة الرسمية ↗","true","true","false","","PASS"
"/faq/","200","Content","true","true","None","true","true","false","","PASS"
"/for/business-owner/","200","Content","true","true","None","true","true","false","","PASS"
"/for/citizen/","200","Content","true","true","None","true","true","false","","PASS"
"/for/employee/","200","Content","true","true","None","true","true","false","","PASS"
"/for/establishment-representative/","200","Content","true","true","None","true","true","false","","PASS"
"/for/family/","200","Content","true","true","None","true","true","false","","PASS"
"/for/individual/","200","Content","true","true","None","true","true","false","","PASS"
"/for/investor/","200","Content","true","true","None","true","true","false","","PASS"
"/for/job-seeker/","200","Content","true","true","None","true","true","false","","PASS"
"/for/property-owner/","200","Content","true","true","None","true","true","false","","PASS"
"/for/resident/","200","Content","true","true","None","true","true","false","","PASS"
"/for/visitor/","200","Content","true","true","None","true","true","false","","PASS"
"/goals/company-amendment/","200","Content","true","true","فتح بوابة الجهة واتباع الخطوات ↗","true","true","false","","PASS"
"/goals/company-liquidation/","200","Content","true","true","فتح بوابة الجهة واتباع الخطوات ↗","true","true","false","","PASS"
"/goals/employment-contract/","200","Content","true","true","None","true","true","false","","PASS"
"/goals/family-residence/","200","Content","true","true","None","true","true","false","","PASS"
"/goals/hire-worker/","200","Content","true","true","None","true","true","false","","PASS"
"/goals/manage-establishment/","200","Content","true","true","None","true","true","false","","PASS"
"/goals/renew-residence/","200","Content","true","true","None","true","true","false","","PASS"
"/goals/solve-rejection/","200","Content","true","true","None","true","true","false","","PASS"
"/goals/temporary-work/","200","Content","true","true","None","true","true","false","","PASS"
"/methodology/","200","Content","true","true","None","true","true","false","","PASS"
"/privacy/","200","Content","true","true","None","true","true","false","","PASS"
"/services/","200","Service Directory","true","true","None","true","true","false","","PASS"
"/services/abu-dhabi-business-establishment-guide/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-economic-initial-approval-guide/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-economic-license-amendment/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-economic-license-cancellation/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-economic-license-issuance/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-economic-license-mortgage-guide/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-economic-license-renewal/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-economic-licensing-requirements/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/abu-dhabi-trade-name-reservation/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/activate-healthcare-facility-license-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/add-business-activity-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/add-remove-partner-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ajman-business-activity-inquiry/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ajman-commercial-license-amendment/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ajman-commercial-license-cancellation/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ajman-commercial-license-issuance/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ajman-commercial-license-renewal/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ajman-trade-name-reservation/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/amend-business-license-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/amend-family-data-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/amendment-of-residency-permit-data/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/amendment-of-visa-data/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/attestation-of-commercial-invoices-via-edas-2-0/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/building-completion-certificate-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/cancel-business-license-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/cancel-departure-permit-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/cancel-residency-permit-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/cancel-residency-permit-uae/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/cancel-work-permit-uae/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/change-company-manager-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/confirming-the-authenticity-of-equivalency/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/corporate-tax-registration-uae/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/det-event-permit-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/det-tour-guide-licence-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/dld-real-estate-ad-permit-dubai/","200","Service Detail","true","true","بدء الخدمة عبر نظام تراخيصي الرسمي","true","true","false","","PASS"
"/services/domestic-worker-labour-complaint-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/dubai-customs-business-registration/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-agency-bank-guarantee-payment-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-agency-bank-guarantee-refund-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-agency-branch-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-agency-license-amendment-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-agency-license-cancellation-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-agency-license-new-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-agency-license-renewal-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/employment-contract-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/equivalency-of-general-education-certificate-from-abroad-grade-12/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/equivalency-of-general-education-certificate-in-the-uae-grade-12/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/establishment-card-mohre-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/family-residency-uae/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/family-sponsored-work-permit-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/food-establishment-layout-approval-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/food-related-activity-permit-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/fujairah-economic-initial-approval/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/fujairah-economic-license-amendment/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/fujairah-economic-license-cancellation/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/fujairah-economic-license-issuance/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/fujairah-economic-license-renewal/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/fujairah-free-zone-company-registration/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/fujairah-mainland-business-setup-guide/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/fujairah-trade-name-reservation/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/gdrfa-family-residence-renew/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/golden-residency-uae/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/green-residence-partner-investor-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/health-professional-registration-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/icp-emirates-id-renew/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/icp-family-entry-permit/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/icp-family-residence-issue/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/icp-family-residence-renew/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/industrial-environmental-clearance-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/initial-approval-dubai/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/issuance-of-a-new-work-permit-golden-visa-holders/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/issuance-of-a-new-work-permit-mission-work-permit/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/issue-departure-permit-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/issue-emirates-id-uae/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/issue-family-data-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/issue-new-uae-passport-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/issue-trade-license-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/legacy-service-67abe5ccf3/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/legacy-service-6f3bee6661/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/legacy-service-85a10469d8/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/legacy-service-e619a9e547/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/legacy-service-e7f35a06d9/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/legacy-service-f6481e594b/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/legal-notice-notarization-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/marriage-contract-dubai-courts/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/mohre-employment-contract-issue-renew/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-establishment-file-open/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-issuance-of-a-public-relations-officer-card-pro/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-juvenile-work-permit/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-mission-work-permit/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-modification-of-work-permits-employment-contracts/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-overseas-work-permit/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-part-time-work-permit/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-private-tutor-permit/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/mohre-register-labor-complaints-private-sector-employees/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-temporary-work-permit/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-training-and-work-permit-for-students/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-transfer-work-permit/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-uae-national-trainee-work-permit/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/mohre-uae-nationals-gcc-work-permit/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/mohre-uae-nationalsgcc-citizens-work-permit/","200","Service Detail","true","true","المصدر الحكومي الرسمي ↗","true","true","false","","PASS"
"/services/mohre-updating-the-establishment-file/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-work-permit-contract-cancel/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-work-permit-for-uae-national-trainees/","200","Service Detail","true","true","المصدر الحكومي الرسمي ↗","true","true","false","","PASS"
"/services/mohre-work-permit-quotas-for-establishments/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/mohre-work-permits-for-dependents-sponsored-by-family-members/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/new-building-permit-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/new-healthcare-facility-license-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/new-work-permit-overseas-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/open-farm-ranch-file-mohre/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/part-time-work-permit-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/pay-public-parking-fines-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/power-of-attorney-ratification-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/property-valuation-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ras-al-khaimah-add-remove-partner/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ras-al-khaimah-change-license-activities/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ras-al-khaimah-economic-initial-approval/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/ras-al-khaimah-economic-licensing-fees/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/ras-al-khaimah-license-cancellation/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ras-al-khaimah-license-issuance/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ras-al-khaimah-license-renewal/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/ras-al-khaimah-trade-name-reservation/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/real-estate-professional-practice-card-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/register-labour-complaints-private-sector-employees/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/register-renew-ejari-contract-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/renew-business-license-ajman/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/renew-business-license-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/renew-business-license-sharjah/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/renew-driving-license-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/renew-emirates-id-uae/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/renew-uae-passport-abroad-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/renew-uae-passport-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/renew-vehicle-ownership-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/replace-lost-damaged-uae-passport-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/replace-uae-passport-data-or-pages-icp/","200","Service Detail","true","true","فتح بطاقة خدمة ICP الرسمية","true","true","false","","PASS"
"/services/reserve-trade-name-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/rta-modify-trade-license-noc-dubai/","200","Service Detail","true","true","فتح بطاقة خدمة RTA الرسمية","true","true","false","","PASS"
"/services/rta-new-trade-license-noc-dubai/","200","Service Detail","true","true","فتح بطاقة خدمة RTA الرسمية","true","true","false","","PASS"
"/services/rta-renew-trade-license-noc-dubai/","200","Service Detail","true","true","فتح بطاقة خدمة RTA الرسمية","true","true","false","","PASS"
"/services/sharjah-business-licensing-guide/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/sharjah-economic-license-amendment/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/sharjah-economic-license-cancellation/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/sharjah-economic-license-issuance/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/sharjah-economic-license-renewal/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/sharjah-issue-trade-name/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/sharjah-trade-name-availability-inquiry/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/sharjah-trade-name-renewal/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/submit-customs-declaration-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/temporary-work-permit-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/title-transfer-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/transfer-company-ownership-dubai/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/transfer-work-permit-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/umm-al-quwain-business-services-portal/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/umm-al-quwain-free-zone-licensing-guide/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/umm-al-quwain-mainland-licensing-official-path/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/umm-al-quwain-trade-name-official-path/","200","Service Detail","true","true","فتح الدليل الحكومي الرسمي وطريقة الوصول","true","true","false","","PASS"
"/services/update-establishment-file-mohre-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/vat-registration-uae/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/vehicle-clearance-certificate-dubai-customs/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/veterinary-activity-noc-dubai/","200","Service Detail","true","true","فتح بطاقة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/إصدار-إقامة-للوالدين-ضمن-الحالات-الإنسانية-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/إصدار-إقامة-للوالدين-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/إصدار-إقامة-لمولود-جديد-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/إصدار-إقامة-لمولود-جديد-في-دبي/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/إصدار-إقامة-موظف-في-القطاع-الخاص-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/إصدار-بطاقة-مندوب-علاقات-عامة-pro/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/إصدار-بطاقة-منشأة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
